PROVIDERID,DAYOFWEEK,SLOTSTARTTIME,SLOTENDTIME
314,4,16:40:00,16:50:00
314,4,16:50:00,17:00:00
314,4,17:00:00,17:10:00
314,4,17:10:00,17:20:00
314,4,17:20:00,17:30:00
314,4,17:30:00,17:40:00
314,4,17:40:00,17:50:00
314,4,17:50:00,18:00:00
314,4,18:00:00,18:10:00
314,4,18:10:00,18:20:00
314,4,18:20:00,18:30:00
314,4,18:30:00,18:40:00
314,4,18:40:00,18:50:00
314,4,18:50:00,19:00:00
314,5,08:00:00,08:10:00
314,5,08:10:00,08:20:00
314,5,08:20:00,08:30:00
314,5,08:30:00,08:40:00
314,5,08:40:00,08:50:00
314,5,08:50:00,09:00:00
314,5,09:00:00,09:10:00
314,5,09:10:00,09:20:00
314,5,09:20:00,09:30:00
314,5,09:30:00,09:40:00
314,5,09:40:00,09:50:00
314,5,09:50:00,10:00:00
314,5,10:00:00,10:10:00
314,5,10:10:00,10:20:00
314,5,10:20:00,10:30:00
314,5,10:30:00,10:40:00
314,5,10:40:00,10:50:00
314,5,10:50:00,11:00:00
314,5,11:00:00,11:10:00
314,5,11:10:00,11:20:00
314,5,11:20:00,11:30:00
314,5,11:30:00,11:40:00
314,5,11:40:00,11:50:00
314,5,11:50:00,12:00:00
314,5,12:00:00,12:10:00
314,5,12:10:00,12:20:00
314,5,12:20:00,12:30:00
314,5,12:30:00,12:40:00
314,5,12:40:00,12:50:00
314,5,12:50:00,13:00:00
314,5,13:00:00,13:10:00
314,5,13:10:00,13:20:00
314,5,13:20:00,13:30:00
314,5,13:30:00,13:40:00
314,5,13:40:00,13:50:00
314,5,13:50:00,14:00:00
314,5,14:00:00,14:10:00
314,5,14:10:00,14:20:00
314,5,14:20:00,14:30:00
314,5,14:30:00,14:40:00
314,5,14:40:00,14:50:00
314,5,14:50:00,15:00:00
314,5,15:00:00,15:10:00
314,5,15:10:00,15:20:00
314,5,15:20:00,15:30:00
314,5,15:30:00,15:40:00
314,5,15:40:00,15:50:00
314,5,15:50:00,16:00:00
314,5,16:00:00,16:10:00
314,5,16:10:00,16:20:00
314,5,16:20:00,16:30:00
314,5,16:30:00,16:40:00
314,5,16:40:00,16:50:00
314,5,16:50:00,17:00:00
314,5,17:00:00,17:10:00
314,5,17:10:00,17:20:00
314,5,17:20:00,17:30:00
314,5,17:30:00,17:40:00
314,5,17:40:00,17:50:00
314,5,17:50:00,18:00:00
314,5,18:00:00,18:10:00
314,5,18:10:00,18:20:00
314,5,18:20:00,18:30:00
314,5,18:30:00,18:40:00
314,5,18:40:00,18:50:00
314,5,18:50:00,19:00:00
304,2,09:00:00,09:20:00
304,2,09:20:00,09:40:00
304,2,09:40:00,10:00:00
304,2,10:00:00,10:20:00
304,2,10:20:00,10:40:00
304,2,10:40:00,11:00:00
304,2,11:00:00,11:20:00
304,2,11:20:00,11:40:00
304,2,11:40:00,12:00:00
304,2,12:00:00,12:20:00
304,2,12:20:00,12:40:00
304,2,12:40:00,13:00:00
304,2,13:00:00,13:20:00
304,2,13:20:00,13:40:00
304,2,13:40:00,14:00:00
304,2,14:00:00,14:20:00
304,2,14:20:00,14:40:00
304,2,14:40:00,15:00:00
304,2,15:00:00,15:20:00
304,2,15:20:00,15:40:00
304,2,16:00:00,16:20:00
304,2,16:20:00,16:40:00
304,2,16:40:00,17:00:00
304,3,09:00:00,09:20:00
304,3,09:20:00,09:40:00
304,3,09:40:00,10:00:00
304,3,10:00:00,10:20:00
304,3,10:20:00,10:40:00
304,3,10:40:00,11:00:00
304,3,11:00:00,11:20:00
304,3,11:20:00,11:40:00
304,3,11:40:00,12:00:00
304,3,12:00:00,12:20:00
304,3,12:20:00,12:40:00
304,3,12:40:00,13:00:00
304,3,13:00:00,13:20:00
304,3,13:20:00,13:40:00
304,3,13:40:00,14:00:00
304,3,14:00:00,14:20:00
304,3,14:20:00,14:40:00
304,3,14:40:00,15:00:00
304,3,15:00:00,15:20:00
304,3,15:20:00,15:40:00
304,3,16:00:00,16:20:00
304,3,16:20:00,16:40:00
304,3,16:40:00,17:00:00
304,4,09:00:00,09:20:00
304,4,09:20:00,09:40:00
304,4,09:40:00,10:00:00
304,4,10:00:00,10:20:00
304,4,10:20:00,10:40:00
304,4,10:40:00,11:00:00
304,4,11:00:00,11:20:00
304,4,11:20:00,11:40:00
304,4,11:40:00,12:00:00
304,4,12:00:00,12:20:00
304,4,12:20:00,12:40:00
304,4,12:40:00,13:00:00
304,4,13:00:00,13:20:00
304,4,13:20:00,13:40:00
304,4,13:40:00,14:00:00
304,4,14:00:00,14:20:00
304,4,14:20:00,14:40:00
304,4,14:40:00,15:00:00
304,4,15:00:00,15:20:00
304,4,15:20:00,15:40:00
304,4,16:00:00,16:20:00
304,4,16:20:00,16:40:00
304,4,16:40:00,17:00:00
301,2,08:00:00,08:10:00
301,2,08:10:00,08:20:00
301,2,08:20:00,08:30:00
301,2,08:30:00,08:40:00
301,2,09:10:00,09:20:00
301,2,09:20:00,09:30:00
301,2,09:30:00,09:40:00
301,2,09:40:00,09:50:00
301,2,09:50:00,10:00:00
301,2,10:00:00,10:10:00
301,2,10:10:00,10:20:00
301,2,10:20:00,10:30:00
301,2,10:30:00,10:40:00
301,2,10:40:00,10:50:00
301,2,10:50:00,11:00:00
301,2,11:00:00,11:10:00
301,2,11:10:00,11:20:00
301,2,11:20:00,11:30:00
301,2,11:30:00,11:40:00
301,2,11:40:00,11:50:00
301,2,11:50:00,12:00:00
301,2,12:00:00,12:10:00
301,2,12:10:00,12:20:00
301,2,12:20:00,12:30:00
301,2,12:30:00,12:40:00
301,2,12:40:00,12:50:00
301,2,12:50:00,13:00:00
301,2,13:00:00,13:10:00
301,2,13:10:00,13:20:00
301,2,13:20:00,13:30:00
301,2,13:30:00,13:40:00
301,2,13:40:00,13:50:00
301,2,13:50:00,14:00:00
301,2,16:00:00,16:10:00
301,2,16:10:00,16:20:00
301,2,16:20:00,16:30:00
301,2,16:30:00,16:40:00
301,2,16:40:00,16:50:00
301,2,16:50:00,17:00:00
297,2,08:00:00,08:15:00
297,2,08:15:00,08:30:00
297,2,08:30:00,08:45:00
297,2,08:45:00,09:00:00
297,2,09:00:00,09:15:00
297,2,09:15:00,09:30:00
297,2,09:30:00,09:45:00
297,2,09:45:00,10:00:00
297,2,10:00:00,10:15:00
297,2,10:15:00,10:30:00
297,2,10:30:00,10:45:00
297,2,10:45:00,11:00:00
297,2,11:00:00,11:15:00
297,2,11:15:00,11:30:00
297,2,11:30:00,11:45:00
297,2,11:45:00,12:00:00
297,2,12:00:00,12:15:00
297,2,12:15:00,12:30:00
297,2,12:30:00,12:45:00
297,2,12:45:00,13:00:00
297,2,13:00:00,13:15:00
297,2,13:15:00,13:30:00
297,2,13:30:00,13:45:00
297,2,13:45:00,14:00:00
297,2,14:00:00,14:15:00
297,2,14:15:00,14:30:00
297,2,14:30:00,14:45:00
297,2,14:45:00,15:00:00
297,2,15:00:00,15:15:00
297,2,15:15:00,15:30:00
297,2,15:30:00,15:45:00
297,2,15:45:00,16:00:00
297,2,16:00:00,16:15:00
297,2,16:15:00,16:30:00
297,2,16:30:00,16:45:00
297,2,16:45:00,17:00:00
297,3,08:00:00,08:15:00
297,3,08:15:00,08:30:00
297,3,08:30:00,08:45:00
297,3,08:45:00,09:00:00
297,3,09:00:00,09:15:00
297,3,09:15:00,09:30:00
297,3,09:30:00,09:45:00
297,3,09:45:00,10:00:00
297,3,10:00:00,10:15:00
297,3,10:15:00,10:30:00
297,3,10:30:00,10:45:00
297,3,10:45:00,11:00:00
297,3,11:00:00,11:15:00
297,3,11:15:00,11:30:00
297,3,11:30:00,11:45:00
297,3,11:45:00,12:00:00
297,3,12:00:00,12:15:00
297,3,12:15:00,12:30:00
297,3,12:30:00,12:45:00
297,3,12:45:00,13:00:00
297,3,13:00:00,13:15:00
297,3,13:15:00,13:30:00
297,3,13:30:00,13:45:00
297,3,13:45:00,14:00:00
297,3,14:00:00,14:15:00
297,3,14:15:00,14:30:00
297,3,14:30:00,14:45:00
297,3,14:45:00,15:00:00
297,3,15:00:00,15:15:00
297,3,15:15:00,15:30:00
297,3,15:30:00,15:45:00
297,3,15:45:00,16:00:00
297,3,16:00:00,16:15:00
297,3,16:15:00,16:30:00
297,3,16:30:00,16:45:00
297,3,16:45:00,17:00:00
297,4,08:00:00,08:15:00
297,4,08:15:00,08:30:00
297,4,08:30:00,08:45:00
297,4,08:45:00,09:00:00
297,4,09:00:00,09:15:00
297,4,09:15:00,09:30:00
297,4,09:30:00,09:45:00
297,4,09:45:00,10:00:00
297,4,10:00:00,10:15:00
297,4,10:15:00,10:30:00
297,4,10:30:00,10:45:00
297,4,10:45:00,11:00:00
297,4,11:00:00,11:15:00
297,4,11:15:00,11:30:00
297,4,11:30:00,11:45:00
297,4,11:45:00,12:00:00
297,4,12:00:00,12:15:00
297,4,12:15:00,12:30:00
297,4,12:30:00,12:45:00
297,4,12:45:00,13:00:00
297,4,13:00:00,13:15:00
297,4,13:15:00,13:30:00
297,4,13:30:00,13:45:00
297,4,13:45:00,14:00:00
297,4,14:00:00,14:15:00
297,4,14:15:00,14:30:00
297,4,14:30:00,14:45:00
297,4,14:45:00,15:00:00
297,4,15:00:00,15:15:00
297,4,15:15:00,15:30:00
297,4,15:30:00,15:45:00
297,4,15:45:00,16:00:00
297,4,16:00:00,16:15:00
297,4,16:15:00,16:30:00
297,4,16:30:00,16:45:00
297,4,16:45:00,17:00:00
297,5,08:00:00,08:15:00
297,5,08:15:00,08:30:00
297,5,08:30:00,08:45:00
297,5,08:45:00,09:00:00
297,5,09:00:00,09:15:00
297,5,09:15:00,09:30:00
297,5,09:30:00,09:45:00
297,5,09:45:00,10:00:00
297,5,10:00:00,10:15:00
297,5,10:15:00,10:30:00
297,5,10:30:00,10:45:00
297,5,10:45:00,11:00:00
297,5,11:00:00,11:15:00
297,5,11:15:00,11:30:00
297,5,11:30:00,11:45:00
297,5,11:45:00,12:00:00
297,5,12:00:00,12:15:00
297,5,12:15:00,12:30:00
297,5,12:30:00,12:45:00
297,5,12:45:00,13:00:00
297,5,13:00:00,13:15:00
297,5,13:15:00,13:30:00
297,5,13:30:00,13:45:00
297,5,13:45:00,14:00:00
297,5,14:00:00,14:15:00
297,5,14:15:00,14:30:00
297,5,14:30:00,14:45:00
297,5,14:45:00,15:00:00
297,5,15:00:00,15:15:00
297,5,15:15:00,15:30:00
297,5,15:30:00,15:45:00
297,5,15:45:00,16:00:00
297,5,16:00:00,16:15:00
297,5,16:15:00,16:30:00
297,5,16:30:00,16:45:00
297,5,16:45:00,17:00:00
297,6,08:00:00,08:15:00
297,6,08:15:00,08:30:00
297,6,08:30:00,08:45:00
297,6,08:45:00,09:00:00
297,6,09:00:00,09:15:00
297,6,09:15:00,09:30:00
297,6,09:30:00,09:45:00
297,6,09:45:00,10:00:00
297,6,10:00:00,10:15:00
297,6,10:15:00,10:30:00
297,6,10:30:00,10:45:00
297,6,10:45:00,11:00:00
297,6,11:00:00,11:15:00
297,6,11:15:00,11:30:00
297,6,11:30:00,11:45:00
297,6,11:45:00,12:00:00
297,6,12:00:00,12:15:00
297,6,12:15:00,12:30:00
297,6,12:30:00,12:45:00
297,6,12:45:00,13:00:00
297,6,13:00:00,13:15:00
297,6,13:15:00,13:30:00
297,6,13:30:00,13:45:00
297,6,13:45:00,14:00:00
297,6,14:00:00,14:15:00
297,6,14:15:00,14:30:00
297,6,14:30:00,14:45:00
297,6,14:45:00,15:00:00
297,6,15:00:00,15:15:00
297,6,15:15:00,15:30:00
297,6,15:30:00,15:45:00
297,6,15:45:00,16:00:00
297,6,16:00:00,16:15:00
297,6,16:15:00,16:30:00
297,6,16:30:00,16:45:00
297,6,16:45:00,17:00:00
294,2,08:00:00,08:15:00
294,2,08:15:00,08:30:00
294,2,08:30:00,08:45:00
294,2,08:45:00,09:00:00
294,2,09:00:00,09:15:00
294,2,09:15:00,09:30:00
294,2,09:30:00,09:45:00
294,2,09:45:00,10:00:00
294,2,10:00:00,10:15:00
294,2,10:15:00,10:30:00
294,2,10:30:00,10:45:00
294,2,10:45:00,11:00:00
294,2,11:00:00,11:15:00
294,2,11:15:00,11:30:00
294,2,11:30:00,11:45:00
294,2,11:45:00,12:00:00
294,2,12:00:00,12:15:00
294,2,12:15:00,12:30:00
294,2,12:30:00,12:45:00
294,2,12:45:00,13:00:00
294,2,13:00:00,13:15:00
294,2,13:15:00,13:30:00
294,2,13:30:00,13:45:00
294,2,13:45:00,14:00:00
294,2,14:00:00,14:15:00
294,2,14:15:00,14:30:00
294,2,14:30:00,14:45:00
294,2,14:45:00,15:00:00
294,2,15:00:00,15:15:00
294,2,15:15:00,15:30:00
294,2,15:30:00,15:45:00
294,2,15:45:00,16:00:00
294,2,16:00:00,16:15:00
294,2,16:15:00,16:30:00
294,2,16:30:00,16:45:00
294,2,16:45:00,17:00:00
294,3,08:00:00,08:15:00
294,3,08:15:00,08:30:00
294,3,08:30:00,08:45:00
294,3,08:45:00,09:00:00
294,3,09:00:00,09:15:00
294,3,09:15:00,09:30:00
294,3,09:30:00,09:45:00
294,3,09:45:00,10:00:00
294,3,10:00:00,10:15:00
294,3,10:15:00,10:30:00
294,3,10:30:00,10:45:00
294,3,10:45:00,11:00:00
294,3,11:00:00,11:15:00
294,3,11:15:00,11:30:00
294,3,11:30:00,11:45:00
294,3,11:45:00,12:00:00
294,3,12:00:00,12:15:00
294,3,12:15:00,12:30:00
294,3,12:30:00,12:45:00
294,3,12:45:00,13:00:00
294,3,13:00:00,13:15:00
294,3,13:15:00,13:30:00
294,3,13:30:00,13:45:00
294,3,13:45:00,14:00:00
294,3,14:00:00,14:15:00
294,3,14:15:00,14:30:00
294,3,14:30:00,14:45:00
294,3,14:45:00,15:00:00
294,3,15:00:00,15:15:00
294,3,15:15:00,15:30:00
294,3,15:30:00,15:45:00
294,3,15:45:00,16:00:00
294,3,16:00:00,16:15:00
294,3,16:15:00,16:30:00
294,3,16:30:00,16:45:00
294,3,16:45:00,17:00:00
294,4,08:00:00,08:15:00
294,4,08:15:00,08:30:00
294,4,08:30:00,08:45:00
294,4,08:45:00,09:00:00
294,4,09:00:00,09:15:00
294,4,09:15:00,09:30:00
294,4,09:30:00,09:45:00
294,4,09:45:00,10:00:00
294,4,10:00:00,10:15:00
294,4,10:15:00,10:30:00
294,4,10:30:00,10:45:00
294,4,10:45:00,11:00:00
294,4,11:00:00,11:15:00
294,4,11:15:00,11:30:00
294,4,11:30:00,11:45:00
294,4,11:45:00,12:00:00
294,4,12:00:00,12:15:00
294,4,12:15:00,12:30:00
294,4,12:30:00,12:45:00
294,4,12:45:00,13:00:00
294,4,13:00:00,13:15:00
294,4,13:15:00,13:30:00
294,4,13:30:00,13:45:00
294,4,13:45:00,14:00:00
294,4,14:00:00,14:15:00
294,4,14:15:00,14:30:00
294,4,14:30:00,14:45:00
294,4,14:45:00,15:00:00
294,4,15:00:00,15:15:00
294,4,15:15:00,15:30:00
294,4,15:30:00,15:45:00
294,4,15:45:00,16:00:00
294,4,16:00:00,16:15:00
294,4,16:15:00,16:30:00
294,4,16:30:00,16:45:00
294,4,16:45:00,17:00:00
294,5,08:00:00,08:15:00
294,5,08:15:00,08:30:00
294,5,08:30:00,08:45:00
294,5,08:45:00,09:00:00
294,5,09:00:00,09:15:00
294,5,09:15:00,09:30:00
294,5,09:30:00,09:45:00
294,5,09:45:00,10:00:00
294,5,10:00:00,10:15:00
294,5,10:15:00,10:30:00
294,5,10:30:00,10:45:00
294,5,10:45:00,11:00:00
294,5,11:00:00,11:15:00
294,5,11:15:00,11:30:00
294,5,11:30:00,11:45:00
294,5,11:45:00,12:00:00
294,5,12:00:00,12:15:00
294,5,12:15:00,12:30:00
294,5,12:30:00,12:45:00
294,5,12:45:00,13:00:00
294,5,13:00:00,13:15:00
294,5,13:15:00,13:30:00
294,5,13:30:00,13:45:00
294,5,13:45:00,14:00:00
294,5,14:00:00,14:15:00
294,5,14:15:00,14:30:00
294,5,14:30:00,14:45:00
294,5,14:45:00,15:00:00
294,5,15:00:00,15:15:00
294,5,15:15:00,15:30:00
294,5,15:30:00,15:45:00
294,5,15:45:00,16:00:00
294,5,16:00:00,16:15:00
294,5,16:15:00,16:30:00
294,5,16:30:00,16:45:00
294,5,16:45:00,17:00:00
294,6,08:00:00,08:15:00
294,6,08:15:00,08:30:00
294,6,08:30:00,08:45:00
294,6,08:45:00,09:00:00
294,6,09:00:00,09:15:00
294,6,09:15:00,09:30:00
294,6,09:30:00,09:45:00
294,6,09:45:00,10:00:00
294,6,10:00:00,10:15:00
294,6,10:15:00,10:30:00
294,6,10:30:00,10:45:00
294,6,10:45:00,11:00:00
294,6,11:00:00,11:15:00
294,6,11:15:00,11:30:00
294,6,11:30:00,11:45:00
294,6,11:45:00,12:00:00
294,6,12:00:00,12:15:00
294,6,12:15:00,12:30:00
294,6,12:30:00,12:45:00
294,6,12:45:00,13:00:00
294,6,13:00:00,13:15:00
294,6,13:15:00,13:30:00
294,6,13:30:00,13:45:00
294,6,13:45:00,14:00:00
294,6,14:00:00,14:15:00
294,6,14:15:00,14:30:00
294,6,14:30:00,14:45:00
294,6,14:45:00,15:00:00
294,6,15:00:00,15:15:00
294,6,15:15:00,15:30:00
294,6,15:30:00,15:45:00
294,6,15:45:00,16:00:00
294,6,16:00:00,16:15:00
294,6,16:15:00,16:30:00
294,6,16:30:00,16:45:00
294,6,16:45:00,17:00:00
292,2,08:00:00,08:15:00
292,2,08:15:00,08:30:00
292,2,08:30:00,08:45:00
292,2,08:45:00,09:00:00
292,2,09:00:00,09:15:00
292,2,09:15:00,09:30:00
292,2,09:30:00,09:45:00
292,2,09:45:00,10:00:00
292,2,10:00:00,10:15:00
292,2,10:15:00,10:30:00
292,2,10:30:00,10:45:00
292,2,10:45:00,11:00:00
292,2,11:00:00,11:15:00
292,2,11:15:00,11:30:00
292,2,11:30:00,11:45:00
292,2,11:45:00,12:00:00
292,2,12:00:00,12:15:00
292,2,12:15:00,12:30:00
292,2,12:30:00,12:45:00
292,2,12:45:00,13:00:00
292,2,13:00:00,13:15:00
292,2,13:15:00,13:30:00
292,2,13:30:00,13:45:00
292,2,13:45:00,14:00:00
292,2,14:00:00,14:15:00
292,2,14:15:00,14:30:00
292,2,14:30:00,14:45:00
292,2,14:45:00,15:00:00
292,2,15:00:00,15:15:00
292,2,15:15:00,15:30:00
292,2,15:30:00,15:45:00
292,2,15:45:00,16:00:00
292,2,16:00:00,16:15:00
292,2,16:15:00,16:30:00
292,2,16:30:00,16:45:00
292,2,16:45:00,17:00:00
292,3,08:00:00,08:15:00
292,3,08:15:00,08:30:00
292,3,08:30:00,08:45:00
292,3,08:45:00,09:00:00
292,3,09:00:00,09:15:00
292,3,09:15:00,09:30:00
292,3,09:30:00,09:45:00
292,3,09:45:00,10:00:00
292,3,10:00:00,10:15:00
292,3,10:15:00,10:30:00
292,3,10:30:00,10:45:00
292,3,10:45:00,11:00:00
292,3,11:00:00,11:15:00
292,3,11:15:00,11:30:00
292,3,11:30:00,11:45:00
292,3,11:45:00,12:00:00
292,3,12:00:00,12:15:00
292,3,12:15:00,12:30:00
292,3,12:30:00,12:45:00
292,3,12:45:00,13:00:00
292,3,13:00:00,13:15:00
292,3,13:15:00,13:30:00
292,3,13:30:00,13:45:00
292,3,13:45:00,14:00:00
292,3,14:00:00,14:15:00
292,3,14:15:00,14:30:00
292,3,14:30:00,14:45:00
292,3,14:45:00,15:00:00
292,3,15:00:00,15:15:00
292,3,15:15:00,15:30:00
292,3,15:30:00,15:45:00
292,3,15:45:00,16:00:00
292,3,16:00:00,16:15:00
292,3,16:15:00,16:30:00
292,3,16:30:00,16:45:00
292,3,16:45:00,17:00:00
292,4,08:00:00,08:15:00
292,4,08:15:00,08:30:00
292,4,08:30:00,08:45:00
292,4,08:45:00,09:00:00
292,4,09:00:00,09:15:00
292,4,09:15:00,09:30:00
292,4,09:30:00,09:45:00
292,4,09:45:00,10:00:00
292,4,10:00:00,10:15:00
292,4,10:15:00,10:30:00
292,4,10:30:00,10:45:00
292,4,10:45:00,11:00:00
292,4,11:00:00,11:15:00
292,4,11:15:00,11:30:00
292,4,11:30:00,11:45:00
292,4,11:45:00,12:00:00
292,4,12:00:00,12:15:00
292,4,12:15:00,12:30:00
292,4,12:30:00,12:45:00
292,4,12:45:00,13:00:00
292,4,13:00:00,13:15:00
292,4,13:15:00,13:30:00
292,4,13:30:00,13:45:00
292,4,13:45:00,14:00:00
292,4,14:00:00,14:15:00
292,4,14:15:00,14:30:00
292,4,14:30:00,14:45:00
292,4,14:45:00,15:00:00
292,4,15:00:00,15:15:00
292,4,15:15:00,15:30:00
292,4,15:30:00,15:45:00
292,4,15:45:00,16:00:00
292,4,16:00:00,16:15:00
292,4,16:15:00,16:30:00
292,4,16:30:00,16:45:00
292,4,16:45:00,17:00:00
292,5,08:00:00,08:15:00
292,5,08:15:00,08:30:00
292,5,08:30:00,08:45:00
292,5,08:45:00,09:00:00
292,5,09:00:00,09:15:00
292,5,09:15:00,09:30:00
292,5,09:30:00,09:45:00
292,5,09:45:00,10:00:00
292,5,10:00:00,10:15:00
292,5,10:15:00,10:30:00
292,5,10:30:00,10:45:00
292,5,10:45:00,11:00:00
292,5,11:00:00,11:15:00
292,5,11:15:00,11:30:00
292,5,11:30:00,11:45:00
292,5,11:45:00,12:00:00
292,5,12:00:00,12:15:00
292,5,12:15:00,12:30:00
292,5,12:30:00,12:45:00
292,5,12:45:00,13:00:00
292,5,13:00:00,13:15:00
292,5,13:15:00,13:30:00
292,5,13:30:00,13:45:00
292,5,13:45:00,14:00:00
292,5,14:00:00,14:15:00
292,5,14:15:00,14:30:00
292,5,14:30:00,14:45:00
292,5,14:45:00,15:00:00
292,5,15:00:00,15:15:00
292,5,15:15:00,15:30:00
292,5,15:30:00,15:45:00
292,5,15:45:00,16:00:00
292,5,16:00:00,16:15:00
292,5,16:15:00,16:30:00
292,5,16:30:00,16:45:00
292,5,16:45:00,17:00:00
292,6,08:00:00,08:15:00
292,6,08:15:00,08:30:00
292,6,08:30:00,08:45:00
292,6,08:45:00,09:00:00
292,6,09:00:00,09:15:00
292,6,09:15:00,09:30:00
292,6,09:30:00,09:45:00
292,6,09:45:00,10:00:00
292,6,10:00:00,10:15:00
292,6,10:15:00,10:30:00
292,6,10:30:00,10:45:00
292,6,10:45:00,11:00:00
292,6,11:00:00,11:15:00
292,6,11:15:00,11:30:00
292,6,11:30:00,11:45:00
292,6,11:45:00,12:00:00
292,6,12:00:00,12:15:00
292,6,12:15:00,12:30:00
292,6,12:30:00,12:45:00
292,6,12:45:00,13:00:00
292,6,13:00:00,13:15:00
292,6,13:15:00,13:30:00
292,6,13:30:00,13:45:00
292,6,13:45:00,14:00:00
292,6,14:00:00,14:15:00
292,6,14:15:00,14:30:00
292,6,14:30:00,14:45:00
292,6,14:45:00,15:00:00
292,6,15:00:00,15:15:00
292,6,15:15:00,15:30:00
292,6,15:30:00,15:45:00
292,6,15:45:00,16:00:00
292,6,16:00:00,16:15:00
292,6,16:15:00,16:30:00
292,6,16:30:00,16:45:00
292,6,16:45:00,17:00:00
290,1,09:00:00,09:20:00
290,1,09:20:00,09:40:00
290,1,09:40:00,10:00:00
290,1,10:00:00,10:20:00
290,1,10:20:00,10:40:00
290,1,10:40:00,11:00:00
290,1,11:00:00,11:20:00
290,1,11:20:00,11:40:00
290,1,11:40:00,12:00:00
290,1,12:00:00,12:20:00
290,1,12:20:00,12:40:00
290,1,12:40:00,13:00:00
290,1,13:00:00,13:20:00
290,1,13:20:00,13:40:00
290,1,13:40:00,14:00:00
290,1,14:00:00,14:20:00
290,1,14:20:00,14:40:00
290,1,14:40:00,15:00:00
290,1,15:00:00,15:20:00
290,1,15:20:00,15:40:00
290,1,15:40:00,16:00:00
290,1,16:00:00,16:20:00
290,1,16:20:00,16:40:00
290,1,16:40:00,17:00:00
290,2,18:00:00,18:20:00
290,2,18:20:00,18:40:00
290,2,18:40:00,19:00:00
290,2,19:00:00,19:20:00
290,2,19:20:00,19:40:00
290,2,19:40:00,20:00:00
290,2,20:00:00,20:20:00
290,2,20:20:00,20:40:00
290,2,20:40:00,21:00:00
290,3,18:00:00,18:20:00
290,3,18:20:00,18:40:00
290,3,18:40:00,19:00:00
290,3,19:00:00,19:20:00
290,3,19:20:00,19:40:00
290,3,19:40:00,20:00:00
290,3,20:00:00,20:20:00
290,3,20:20:00,20:40:00
290,3,20:40:00,21:00:00
289,2,09:00:00,09:15:00
289,2,09:15:00,09:30:00
289,2,09:30:00,09:45:00
289,2,09:45:00,10:00:00
289,2,10:00:00,10:15:00
289,2,10:15:00,10:30:00
289,2,10:30:00,10:45:00
289,2,10:45:00,11:00:00
289,2,11:00:00,11:15:00
289,2,11:15:00,11:30:00
289,2,11:30:00,11:45:00
289,2,11:45:00,12:00:00
289,2,12:00:00,12:15:00
289,2,12:15:00,12:30:00
289,2,12:30:00,12:45:00
289,2,12:45:00,13:00:00
289,2,13:00:00,13:15:00
289,2,13:15:00,13:30:00
289,2,13:30:00,13:45:00
289,2,13:45:00,14:00:00
289,2,14:00:00,14:15:00
289,2,14:15:00,14:30:00
289,2,14:30:00,14:45:00
289,2,14:45:00,15:00:00
289,2,15:00:00,15:15:00
289,2,15:15:00,15:30:00
289,2,15:30:00,15:45:00
289,2,15:45:00,16:00:00
289,2,16:00:00,16:15:00
289,2,16:15:00,16:30:00
289,2,16:30:00,16:45:00
289,2,16:45:00,17:00:00
289,2,17:00:00,17:15:00
289,2,17:15:00,17:30:00
289,2,17:30:00,17:45:00
289,2,17:45:00,18:00:00
289,2,18:00:00,18:15:00
289,2,18:15:00,18:30:00
289,2,18:30:00,18:45:00
289,2,18:45:00,19:00:00
289,2,19:00:00,19:15:00
289,2,19:15:00,19:30:00
289,3,09:00:00,09:15:00
289,3,09:15:00,09:30:00
289,3,09:30:00,09:45:00
289,3,09:45:00,10:00:00
289,3,10:00:00,10:15:00
289,3,10:15:00,10:30:00
289,3,10:30:00,10:45:00
289,3,10:45:00,11:00:00
289,3,11:00:00,11:15:00
289,3,11:15:00,11:30:00
289,3,11:30:00,11:45:00
289,3,11:45:00,12:00:00
289,3,12:00:00,12:15:00
289,3,12:15:00,12:30:00
289,3,12:30:00,12:45:00
289,3,12:45:00,13:00:00
289,3,13:00:00,13:15:00
289,3,13:15:00,13:30:00
289,3,13:30:00,13:45:00
289,3,13:45:00,14:00:00
289,3,14:00:00,14:15:00
289,3,14:15:00,14:30:00
289,3,14:30:00,14:45:00
289,3,14:45:00,15:00:00
289,3,15:00:00,15:15:00
289,3,15:15:00,15:30:00
289,3,15:30:00,15:45:00
289,3,15:45:00,16:00:00
289,3,16:00:00,16:15:00
289,3,16:15:00,16:30:00
289,3,16:30:00,16:45:00
289,3,16:45:00,17:00:00
289,3,17:00:00,17:15:00
289,3,17:15:00,17:30:00
289,3,17:30:00,17:45:00
289,3,17:45:00,18:00:00
289,3,18:00:00,18:15:00
289,3,18:15:00,18:30:00
289,3,18:30:00,18:45:00
289,3,18:45:00,19:00:00
289,3,19:00:00,19:15:00
289,3,19:15:00,19:30:00
289,4,09:00:00,09:15:00
289,4,09:15:00,09:30:00
289,4,09:30:00,09:45:00
289,4,09:45:00,10:00:00
289,4,10:00:00,10:15:00
289,4,10:15:00,10:30:00
289,4,10:30:00,10:45:00
289,4,10:45:00,11:00:00
289,4,11:00:00,11:15:00
289,4,11:15:00,11:30:00
289,4,11:30:00,11:45:00
289,4,11:45:00,12:00:00
289,4,12:00:00,12:15:00
289,4,12:15:00,12:30:00
289,4,12:30:00,12:45:00
289,4,12:45:00,13:00:00
289,4,13:00:00,13:15:00
289,4,13:15:00,13:30:00
